,pay_stay_zone,street,between_street_1,between_street_2,street_segment_id,db_read_time
746,30001940,KING STREET,JEFFCOTT STREET,LA TROBE STREET,21507,2021-08-02 22:24:15.486916
747,30001941,KING STREET,DUDLEY STREET ,ROSSLYN STREET,16006,2021-08-02 22:24:15.486916
748,30001942,KING STREET,JEFFCOTT STREET,BATMAN STREET,21515,2021-08-02 22:24:15.486916
749,30001943,KING STREET,JEFFCOTT STREET,LA TROBE STREET,21507,2021-08-02 22:24:15.486916
750,30001944,KING STREET,BATMAN STREET,DUDLEY STREET,21518,2021-08-02 22:24:15.486916
751,30001945,KING STREET,ROSSLYN STREET,STANLEY STREET,21427,2021-08-02 22:24:15.486916
752,30001946,KING STREET,STANLEY STREET,RODEN STREET,21375,2021-08-02 22:24:15.486916
753,30001947,LA TROBE STREET,KING STREET,SPENCER STREET,20030,2021-08-02 22:24:15.486916
754,30001948,LA TROBE STREET,KING STREET,WILLIAM STREET,20028,2021-08-02 22:24:15.486916
755,30001949,PEEL STREET,VICTORIA STREET,DUDLEY STREET,22659,2021-08-02 22:24:15.486916
756,30001950,RAILWAY PLACE,ABBOTSFORD STREET,ADDERLEY STREET,21549,2021-08-02 22:24:15.486916
757,30001954,ROSSLYN STREET,ADDERLEY STREET,RAILWAY PLACE,21490,2021-08-02 22:24:15.486916
758,30001956,ROSSLYN STREET,ADDERLEY STREET,RAILWAY PLACE,21490,2021-08-02 22:24:15.486916
759,30001957,ROSSLYN STREET,ADDERLEY STREET,RAILWAY PLACE,21490,2021-08-02 22:24:15.486916
760,30001958,ROSSLYN STREET,ADDERLEY STREET,SPENCER STREET,21479,2021-08-02 22:24:15.486916
761,30001959,ROSSLYN STREET,HOWARD STREET,KING STREET,21388,2021-08-02 22:24:15.486916
762,30001961,ROSSLYN STREET,WILLIAM STREET,HOWARD STREET,21387,2021-08-02 22:24:15.486916
763,30001962,ROSSLYN STREET,KING STREET,SPENCER STREET,21421,2021-08-02 22:24:15.486916
764,30001963,ROSSLYN STREET,HOWARD STREET,KING STREET,21388,2021-08-02 22:24:15.486916
765,30001964,ROSSLYN STREET,SPENCER STREET,ADDERLEY STREET,21479,2021-08-02 22:24:15.486916
766,30001965,ROSSLYN STREET,SPENCER STREET,ADDERLEY STREET,21479,2021-08-02 22:24:15.486916
767,30001966,HOWARD STREET,ROSSLYN STREET,WILLIAM STREET,21382,2021-08-02 22:24:15.486916
768,30001967,ROSSLYN STREET,WILLIAM STREET,HOWARD STREET,21387,2021-08-02 22:24:15.486916
769,30001968,SPENCER STREET,JEFFCOTT STREET,LA TROBE STREET,21506,2021-08-02 22:24:15.486916
770,30001969,SPENCER STREET,BATMAN STREET,JEFFCOTT STREET,21499,2021-08-02 22:24:15.486916
771,30001970,SPENCER STREET,LA TROBE STREET,JEFFCOTT STREET,21506,2021-08-02 22:24:15.486916
772,30001971,SPENCER STREET,JEFFCOTT STREET,BATMAN STREET,21499,2021-08-02 22:24:15.486916
773,30001971,SPENCER STREET,DUDLEY STREET,BATMAN STREET,21486,2021-08-02 22:24:15.486916
774,30001972,STANLEY STREET,KING STREET,SPENCER STREET,21429,2021-08-02 22:24:15.486916
775,30001973,STANLEY STREET,KING STREET,SPENCER STREET,21429,2021-08-02 22:24:15.486916
776,30001974,STANLEY STREET,KING STREET,SPENCER STREET,21429,2021-08-02 22:24:15.486916
777,30001975,STANLEY STREET,KING STREET,SPENCER STREET,21429,2021-08-02 22:24:15.486916
778,30001976,STANLEY STREET,SPENCER STREET,ADDERLEY STREET,21475,2021-08-02 22:24:15.486916
779,30001977,STANLEY STREET,SPENCER STREET,ADDERLEY STREET,21475,2021-08-02 22:24:15.486916
780,30001979,VICTORIA STREET,CAPEL STREET,HOWARD STREET,20951,2021-08-02 22:24:15.486916
781,30001980,VICTORIA STREET,CURZON STREET,ERROL STREET,20994,2021-08-02 22:24:15.486916
782,30001981,VICTORIA STREET OSCP,VICTORIA STREET,RODEN STREET,40023,2021-08-02 22:24:15.486916
783,30001982,VICTORIA STREET OSCP,VICTORIA STREET,RODEN STREET,40023,2021-08-02 22:24:15.486916
784,30001983,VICTORIA STREET,PEEL STREET,CAPEL STREET,20953,2021-08-02 22:24:15.486916
785,30001984,WALSH STREET,KING STREET,MILTON STREET,21405,2021-08-02 22:24:15.486916
786,30001985,WALSH STREET,MILTON STREET,KING STREET,21405,2021-08-02 22:24:15.486916
787,30001986,WILLIAM STREET,DUDLEY STREET,WALSH STREET,21404,2021-08-02 22:24:15.486916
788,30001987,WILLIAM STREET ,VICTORIA STREET,WALSH STREET,16018,2021-08-02 22:24:15.486916
789,30001988,WILLIAM STREET,VICTORIA STREET,ROSSLYN STREET,21384,2021-08-02 22:24:15.486916
790,30001990,WILLIAM STREET,A'BECKETT STREET,FRANKLIN STREET,21529,2021-08-02 22:24:15.486916
791,30001990,WILLIAM STREET,LA TROBE STREET,A'BECKETT STREET,21519,2021-08-02 22:24:15.486916
792,30001991,WILLIAM STREET,ROSSLYN STREET,CAPEL STREET,21385,2021-08-02 22:24:15.486916
793,30001992,WILLIAM STREET,ROSSLYN STREET,VICTORIA STREET,21384,2021-08-02 22:24:15.486916
794,30001993,WILLIAM STREET,FRANKLIN STREET,DUDLEY STREET,21530,2021-08-02 22:24:15.486916
795,30001994,LA TROBE STREET,SPENCER STREET,ADDERLEY STREET,21505,2021-08-02 22:24:15.486916
796,30001995,WILLIAM STREET,CAPEL STREET,ROSSLYN STREET,21385,2021-08-02 22:24:15.486916
797,30001996,WILLIAM STREET,CAPEL STREET,ROSSLYN STREET,21385,2021-08-02 22:24:15.486916
798,30002000,POPLAR ROAD OSCP,POPLAR ROAD,ELLIOTT AVENUE,40021,2021-08-02 22:24:15.486916
799,30002000,ELLIOTT AVENUE OSCP,ELLIOTT AVENUE,POPLAR ROAD,40022,2021-08-02 22:24:15.486916
800,30001674,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,20148,2021-08-02 22:24:15.486916
801,30001543,LITTLE LONSDALE STREET,KING STREET,SPENCER STREET,20048,2021-08-02 22:24:15.486916
802,30001400,EXHIBITION STREET,LITTLE COLLINS STREET,COLLINS STREET,20140,2021-08-02 22:24:15.486916
803,30001388,ELIZABETH STREET,LITTLE LA TROBE STREET,A'BECKETT STREET,22651,2021-08-02 22:24:15.486916
804,30001594,QUEEN STREET,BOURKE STREET,LITTLE BOURKE STREET,20174,2021-08-02 22:24:15.486916
805,30001534,LITTLE COLLINS STREET,WILLIAM STREET,QUEEN STREET,20101,2021-08-02 22:24:15.486916
806,30001518,LITTLE BOURKE STREET,KING STREET,WILLIAM STREET,20061,2021-08-02 22:24:15.486916
807,30001349,LITTLE LONSDALE STREET,QUEEN STREET,WILLIAM STREET,20044,2021-08-02 22:24:15.486916
808,30001544,LITTLE LONSDALE STREET,QUEEN STREET,ELIZABETH STREET,20042,2021-08-02 22:24:15.486916
809,30001414,EXHIBITION STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20145,2021-08-02 22:24:15.486916
810,30001001,ARGYLE PLACE NORTH,LYGON STREET,CARDIGAN STREET,20752,2021-08-02 22:24:15.486916
811,30001416,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,20144,2021-08-02 22:24:15.486916
812,30001531,LITTLE COLLINS STREET,SPENCER STREET,KING STREET,20105,2021-08-02 22:24:15.486916
813,30001525,LITTLE COLLINS STREET,ELIZABETH STREET,QUEEN STREET,20099,2021-08-02 22:24:15.486916
814,30001634,RUSSELL STREET,LITTLE BOURKE STREET,LONSDALE STREET,20151,2021-08-02 22:24:15.486916
815,30001637,RUSSELL STREET,LITTLE COLLINS STREET,BOURKE STREET,20149,2021-08-02 22:24:15.486916
816,30001532,LITTLE COLLINS STREET,WILLIAM STREET,KING STREET,20103,2021-08-02 22:24:15.486916
817,30001410,EXHIBITION STREET,LONSDALE STREET,LITTLE BOURKE STREET,20143,2021-08-02 22:24:15.486916
818,30001553,LITTLE LONSDALE STREET,WILLIAM STREET,QUEEN STREET,20044,2021-08-02 22:24:15.486916
819,30001640,RUSSELL STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20152,2021-08-02 22:24:15.486916
820,30001274,SPRING STREET,LITTLE LONSDALE STREET,VICTORIA PARADE,21847,2021-08-02 22:24:15.486916
821,30001395,EXHIBITION STREET,BOURKE STREET,LITTLE BOURKE STREET,20142,2021-08-02 22:24:15.486916
822,30001415,EXHIBITION STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20144,2021-08-02 22:24:15.486916
823,30001609,QUEEN STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20177,2021-08-02 22:24:15.486916
824,30001540,LITTLE LONSDALE STREET,EXHIBITION STREET,RUSSELL STREET,20036,2021-08-02 22:24:15.486916
825,30001610,QUEEN STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20177,2021-08-02 22:24:15.486916
826,30001673,SWANSTON STREET,LITTLE LA TROBE STREET,A'BECKETT STREET,22649,2021-08-02 22:24:15.486916
827,30001537,LITTLE LA TROBE STREET,SWANSTON STREET,ELIZABETH STREET,21644,2021-08-02 22:24:15.486916
828,30001276,SPRING STREET,COLLINS STREET,LITTLE COLLINS STREET,20200,2021-08-02 22:24:15.486916
829,30001273,SPRING STREET,LITTLE BOURKE STREET,LONSDALE STREET,20206,2021-08-02 22:24:15.486916
830,30001485,KING STREET,LITTLE COLLINS STREET,BOURKE STREET,20191,2021-08-02 22:24:15.486916
831,30001380,ELIZABETH STREET,BOURKE STREET,LITTLE COLLINS STREET,20165,2021-08-02 22:24:15.486916
832,30001536,LITTLE BOURKE STREET,KING STREET,WILLIAM STREET,20061,2021-08-02 22:24:15.486916
833,30001225,SPENCER STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20077,2021-08-02 22:24:15.486916
834,30001481,KING STREET,LITTLE BOURKE STREET,LONSDALE STREET,20193,2021-08-02 22:24:15.486916
835,30001363,COLLINS STREET,KING STREET,SPENCER STREET,20120,2021-08-02 22:24:15.486916
836,30001516,LITTLE BOURKE STREET,EXHIBITION STREET,RUSSELL STREET,20051,2021-08-02 22:24:15.486916
837,30001626,RUSSELL STREET,LITTLE COLLINS STREET,BOURKE STREET,20149,2021-08-02 22:24:15.486916
838,30001692,WILLIAM STREET,COLLINS STREET,LITTLE COLLINS STREET,20182,2021-08-02 22:24:15.486916
839,30001627,RUSSELL STREET,COLLINS STREET,LITTLE COLLINS STREET,20148,2021-08-02 22:24:15.486916
840,30001350,CHURCH STREET,LITTLE COLLINS STREET,BOURKE STREET,20416,2021-08-02 22:24:15.486916
841,30001182,ADELA LANE,COLLINS STREET,COLLINS STREET,23342,2021-08-02 22:24:15.486916
842,30001413,EXHIBITION STREET,LITTLE COLLINS STREET,BOURKE STREET,20141,2021-08-02 22:24:15.486916
843,30001180,DOCKLANDS DRIVE,DOCKLANDS DRIVE,WATTLE ROAD,23256,2021-08-02 22:24:15.486916
844,30001515,LITTLE BOURKE STREET,ELIZABETH STREET,QUEEN STREET,20057,2021-08-02 22:24:15.486916
845,30001391,ELIZABETH STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20168,2021-08-02 22:24:15.486916
846,30001484,KING STREET,LITTLE COLLINS STREET,BOURKE STREET,20191,2021-08-02 22:24:15.486916
847,30001595,QUEEN STREET,COLLINS STREET,LITTLE COLLINS STREET,20172,2021-08-02 22:24:15.486916
848,30001521,LITTLE BOURKE STREET,SPENCER STREET,KING STREET,20063,2021-08-02 22:24:15.486916
849,30001488,KING STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20195,2021-08-02 22:24:15.486916
850,30001523,LITTLE BOURKE STREET,SPRING STREET,EXHIBITION STREET,20049,2021-08-02 22:24:15.486916
851,30001645,SPRING STREET,COLLINS STREET,LITTLE COLLINS STREET,20200,2021-08-02 22:24:15.486916
852,30001398,EXHIBITION STREET,BOURKE STREET,LITTLE COLLINS STREET,20141,2021-08-02 22:24:15.486916
853,30001475,KING STREET,COLLINS STREET,LITTLE COLLINS STREET,20190,2021-08-02 22:24:15.486916
854,30001482,KING STREET,LITTLE BOURKE STREET,BOURKE STREET,20192,2021-08-02 22:24:15.486916
855,30001551,LITTLE LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,20038,2021-08-02 22:24:15.486916
856,30001638,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,20149,2021-08-02 22:24:15.486916
857,30001612,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,20175,2021-08-02 22:24:15.486916
858,30001542,LITTLE LONSDALE STREET,KING STREET,WILLIAM STREET,20046,2021-08-02 22:24:15.486916
859,30001552,LITTLE LONSDALE STREET,WILLIAM STREET,KING STREET,20046,2021-08-02 22:24:15.486916
860,30001528,LITTLE COLLINS STREET,QUEEN STREET,WILLIAM STREET,20101,2021-08-02 22:24:15.486916
861,30001557,LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,20005,2021-08-02 22:24:15.486916
862,30001491,KING STREET,LITTLE LONSDALE STREET,LONSDALE STREET,20194,2021-08-02 22:24:15.486916
863,30001699,WILLIAM STREET,LA TROBE STREET,LITTLE LONSDALE STREET,20187,2021-08-02 22:24:15.486916
864,30001490,KING STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20194,2021-08-02 22:24:15.486916
865,30001633,RUSSELL STREET,LITTLE BOURKE STREET,LONSDALE STREET,20151,2021-08-02 22:24:15.486916
866,30001510,EXHIBITION STREET,BOURKE STREET,LITTLE COLLINS STREET,20141,2021-08-02 22:24:15.486916
867,30001546,LITTLE LONSDALE STREET,QUEEN STREET,WILLIAM STREET,20044,2021-08-02 22:24:15.486916
868,30001780,RUSSELL STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20153,2021-08-02 22:24:15.486916
869,30001412,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,20144,2021-08-02 22:24:15.486916
870,30001406,EXHIBITION STREET,LA TROBE STREET,LITTLE LONSDALE STREET,20145,2021-08-02 22:24:15.486916
871,30001702,WILLIAM STREET,LITTLE BOURKE STREET,BOURKE STREET,20184,2021-08-02 22:24:15.486916
872,30001622,KING STREET,LITTLE LONSDALE STREET,LONSDALE STREET,20194,2021-08-02 22:24:15.486916
873,30001392,ELIZABETH STREET,PELHAM STREET,QUEENSBERRY STREET,21115,2021-08-02 22:24:15.486916
874,30001548,LITTLE LONSDALE STREET,SPRING STREET,EXHIBITION STREET,20034,2021-08-02 22:24:15.486916
875,30001541,LITTLE LONSDALE STREET,EXHIBITION STREET,SPRING STREET,20034,2021-08-02 22:24:15.486916
876,30001606,QUEEN STREET,LITTLE BOURKE STREET,LONSDALE STREET,20175,2021-08-02 22:24:15.486916
877,30001486,KING STREET,LITTLE COLLINS STREET,BOURKE STREET,20191,2021-08-02 22:24:15.486916
878,30001549,LITTLE LONSDALE STREET,SPRING STREET,EXHIBITION STREET,20034,2021-08-02 22:24:15.486916
879,30001700,WILLIAM STREET,LITTLE BOURKE STREET,LONSDALE STREET,20185,2021-08-02 22:24:15.486916
880,30001701,WILLIAM STREET,LITTLE BOURKE STREET,LONSDALE STREET,20185,2021-08-02 22:24:15.486916
881,30001379,ELIZABETH STREET,BOURKE STREET,LITTLE BOURKE STREET,20166,2021-08-02 22:24:15.486916
882,30001397,EXHIBITION STREET,BOURKE STREET,LITTLE BOURKE STREET,20142,2021-08-02 22:24:15.486916
883,30001411,EXHIBITION STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20144,2021-08-02 22:24:15.486916
884,30001649,SPRING STREET,LONSDALE STREET,LITTLE LONSDALE STREET,21848,2021-08-02 22:24:15.486916
885,30001693,WILLIAM STREET,COLLINS STREET,LITTLE COLLINS STREET,20182,2021-08-02 22:24:15.486916
886,30001605,QUEEN STREET,LITTLE BOURKE STREET,LONSDALE STREET,20175,2021-08-02 22:24:15.486916
887,30001399,EXHIBITION STREET,COLLINS STREET,LITTLE COLLINS STREET,20140,2021-08-02 22:24:15.486916
888,30001705,WILLIAM STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20186,2021-08-02 22:24:15.486916
889,30001530,LITTLE COLLINS STREET,QUEEN STREET,WILLIAM STREET,20101,2021-08-02 22:24:15.486916
890,30001607,QUEEN STREET,LITTLE COLLINS STREET,BOURKE STREET,20173,2021-08-02 22:24:15.486916
891,30001396,EXHIBITION STREET,LITTLE BOURKE STREET,BOURKE STREET,20142,2021-08-02 22:24:15.486916
892,30001625,RUSSELL STREET,BOURKE STREET,LITTLE BOURKE STREET,20150,2021-08-02 22:24:15.486916
893,30001533,LITTLE COLLINS STREET,SPRING STREET,EXHIBITION STREET,20091,2021-08-02 22:24:15.486916
894,30001644,SPENCER STREET,LITTLE COLLINS STREET,BOURKE STREET,20073,2021-08-02 22:24:15.486916
895,30001704,WILLIAM STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20187,2021-08-02 22:24:15.486916
896,30001647,SPRING STREET,LITTLE BOURKE STREET,LONSDALE STREET,20206,2021-08-02 22:24:15.486916
897,30001550,LITTLE LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,20038,2021-08-02 22:24:15.486916
898,30001545,LITTLE LONSDALE STREET,QUEEN STREET,WILLIAM STREET,20044,2021-08-02 22:24:15.486916
899,30001527,LITTLE LONSDALE STREET,WILLIAM STREET,KING STREET,20046,2021-08-02 22:24:15.486916
900,30001649,SPRING STREET,LITTLE LONSDALE STREET,VICTORIA PARADE,21847,2021-08-02 22:24:15.486916
901,30001613,QUEEN STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20176,2021-08-02 22:24:15.486916
902,30001611,QUEEN STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20176,2021-08-02 22:24:15.486916
903,30001696,WILLIAM STREET,COLLINS STREET,LITTLE COLLINS STREET,20182,2021-08-02 22:24:15.486916
904,30001362,COLLINS STREET,KING STREET,WILLIAM STREET,20118,2021-08-02 22:24:15.486916
905,30001635,RUSSELL STREET,LA TROBE STREET,LITTLE LONSDALE STREET,20153,2021-08-02 22:24:15.486916
906,30001470,KING STREET,BOURKE STREET,LITTLE BOURKE STREET,20192,2021-08-02 22:24:15.486916
907,30001489,KING STREET,LA TROBE STREET,LITTLE LONSDALE STREET,20195,2021-08-02 22:24:15.486916
908,30001646,SPRING STREET,LITTLE BOURKE STREET,BOURKE STREET,20204,2021-08-02 22:24:15.486916
909,30001614,QUEEN STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20176,2021-08-02 22:24:15.486916
910,30001471,KING STREET,LITTLE BOURKE STREET,BOURKE STREET,20192,2021-08-02 22:24:15.486916
911,30001703,WILLIAM STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20187,2021-08-02 22:24:15.486916
912,30001409,EXHIBITION STREET,LITTLE BOURKE STREET,LONSDALE STREET,20143,2021-08-02 22:24:15.486916
913,30001630,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,20149,2021-08-02 22:24:15.486916
914,30001517,LITTLE BOURKE STREET,KING STREET,SPENCER STREET,20063,2021-08-02 22:24:15.486916
915,30001642,SPENCER STREET,BOURKE STREET,LITTLE BOURKE STREET,20075,2021-08-02 22:24:15.486916
916,30001275,SPRING STREET,LITTLE LONSDALE STREET,LONSDALE STREET,21848,2021-08-02 22:24:15.486916
917,30001529,LITTLE COLLINS STREET,RUSSELL STREET,EXHIBITION STREET,20093,2021-08-02 22:24:15.486916
918,30001390,ELIZABETH STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20169,2021-08-02 22:24:15.486916
919,30001535,LITTLE COLLINS STREET,WILLIAM STREET,KING STREET,20103,2021-08-02 22:24:15.486916
920,30001624,KING STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20195,2021-08-02 22:24:15.486916
921,30001210,LITTLE DOCKLANDS DRIVE,FOOTSCRAY ROAD,WATERFRONT WAY,23226,2021-08-02 22:24:15.486916
922,30001487,KING STREET,LITTLE COLLINS STREET,COLLINS STREET,20190,2021-08-02 22:24:15.486916
923,30001628,RUSSELL STREET,COLLINS STREET,LITTLE COLLINS STREET,20148,2021-08-02 22:24:15.486916
924,30001608,QUEEN STREET,LITTLE COLLINS STREET,BOURKE STREET,20173,2021-08-02 22:24:15.486916
925,30001629,RUSSELL STREET,LITTLE COLLINS STREET,BOURKE STREET,20149,2021-08-02 22:24:15.486916
926,30001639,RUSSELL STREET,LONSDALE STREET,LITTLE LONSDALE STREET,20152,2021-08-02 22:24:15.486916
927,30001689,WILLIAM STREET,BOURKE STREET,LITTLE BOURKE STREET,20184,2021-08-02 22:24:15.486916
928,30001405,EXHIBITION STREET,LITTLE COLLINS STREET,COLLINS STREET,20140,2021-08-02 22:24:15.486916
929,30001538,LITTLE LONSDALE STREET,RUSSELL STREET,SWANSTON STREET,20038,2021-08-02 22:24:15.486916
930,30001691,WILLIAM STREET,COLLINS STREET,LITTLE COLLINS STREET,20182,2021-08-02 22:24:15.486916
931,30001477,KING STREET,COLLINS STREET,LITTLE COLLINS STREET,20190,2021-08-02 22:24:15.486916
932,30001519,LITTLE BOURKE STREET,QUEEN STREET,WILLIAM STREET,20059,2021-08-02 22:24:15.486916
933,30001472,KING STREET,LITTLE COLLINS STREET,BOURKE STREET,20191,2021-08-02 22:24:15.486916
934,30001615,QUEEN STREET,LITTLE LONSDALE STREET,LA TROBE STREET,20177,2021-08-02 22:24:15.486916
