,bayid,deviceid,description1,disabilityext1,duration1,effectiveonph1,endtime1,exemption1,fromday1,starttime1,today1,typedesc1,description2,disabilityext2,duration2,effectiveonph2,endtime2,exemption2,fromday2,starttime2,today2,typedesc2,description3,disabilityext3,duration3,effectiveonph3,endtime3,fromday3,starttime3,today3,typedesc3,description4,description5,description6,disabilityext4,disabilityext5,disabilityext6,duration4,duration5,duration6,effectiveonph4,effectiveonph5,effectiveonph6,endtime4,endtime5,endtime6,fromday4,fromday5,fromday6,starttime4,starttime5,starttime6,today4,today5,today6,typedesc4,typedesc5,typedesc6,exemption4,exemption5,exemption3,db_read_time
3169,1379,29487,1/2P MTR M-F 9:30-16:00,60,30,0,16:00:00,,1,09:30:00,5,1/2P Meter,2P MTR MON - SAT,240,120,0,20:30:00,,1,18:00:00,6,2P Meter,1/2P MTR SAT,60,30,0,18:00:00,6,07:30:00,6,1/2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3170,3922,29467,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3171,1725,29908,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3172,6256,28601,P10 min 7.30am-22.00 <>,20,10,1,22:00:00,,1,07:30:00,0,P 10 Mins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3173,8040,25419,1P M-SUN 7:30-23:00,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3174,7062,29860,1/4P M-F 7:30-18:30,30,15,0,18:30:00,,1,07:30:00,5,1/4P,1/4P SAT 7:30-12:30,30,15,0,12:30:00,,6,07:30:00,6,1/4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3175,5131,30070,3P MTR M-SAT 7.30 - 18.30,360,180,0,18:30:00,,1,07:30:00,6,3P Meter,3P SUN 7:30-18:30,360,180,0,18:30:00,,0,07:30:00,0,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3176,1265,27045,CW TOW M-F 7:00-10:00,0,0,0,10:00:00,,1,07:00:00,5,Clearway (Tow away),2P MTR M-F 10:00-16:00,240,120,0,16:00:00,,1,10:00:00,5,2P Meter,CW TOW M-F 16:00-19:00,0,0,0,19:00:00,1,16:00:00,5,Clearway (Tow away),2P MTR M-F 19:00-20:30,2P MTR SAT 7:30-20:30,,240,240,,120,120,,0,0,,20:30:00,20:30:00,,1,6,,19:00:00,07:30:00,,5,6,,2P Meter,2P Meter,,,,,2021-08-02 20:40:13.189735
3177,8929,29823,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3178,928,26525,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3179,5374,26592,2P TKT A M-F 7:30-18:30,240,120,0,18:30:00,Residents Permit Accepted,1,07:30:00,5,2P Ticket A,2P TKT A SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3180,7992,25371,1P M-SUN 7:30-23:00,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3181,2751,24751,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3182,5248,23501,1 PM Mon-Sat 7.30-23.00,120,60,0,23:00:00,,1,07:30:00,6,1P Meter,1P sun 7.30-23.00,120,60,0,23:00:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3183,3897,29583,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3184,1748,23245,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3185,3515,26463,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,2P SUN 7:30-18:30,240,120,0,18:30:00,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3186,5285,28889,3P MTR M-SAT 7:30-20:30,360,180,0,20:30:00,,1,07:30:00,6,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3187,5274,29683,3P MTR M-F 10:00-16:00,360,180,0,16:00:00,,1,10:00:00,5,3P Meter,3P MTR M-F 19:00-20:30,360,180,0,20:30:00,,1,19:00:00,5,3P Meter,3P MTR Sat 7:30-20:30,360,180,0,20:30:00,6,07:30:00,6,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3188,1533,24556,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3189,5171,23521,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3190,4290,23265,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3191,4101,26591,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3192,5229,23119,1 PM Mon-Sat 7.30-23.00,120,60,0,23:00:00,,1,07:30:00,6,1P Meter,1P sun 7.30-23.00,120,60,0,23:00:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3193,6352,26611,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3194,3694,23353,1/2P RPA M-SUN 7:30-18:30,60,30,0,18:30:00,Residents Permit Accepted,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3195,8943,29837,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3196,8855,29696,2P M-SAT 7:30-23:00,240,120,0,23:00:00,Resident Permit Area 5,1,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3197,5552,27075,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3198,8051,25430,1/2P M-SUN 7:30AM-11PM,60,30,1,23:00:00,,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3199,2412,27058,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3200,6102,29339,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3201,1407,24900,1/4P M-F 9:30-16:00,30,15,0,16:00:00,,1,09:30:00,5,1/4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3202,1005,26533,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3203,3347,29200,2P M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3204,927,26524,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3205,6018,29367,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3206,6063,26017,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3207,6272,29372,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3208,8955,29849,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3209,6062,26335,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3210,2194,24730,LZ 30M M-SAT 7:30-19:30,0,30,0,19:30:00,,1,07:30:00,6,Loading Zone 30M,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3211,5526,29639,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3212,8002,25381,1P M-SUN 7:30-23:00,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3213,5361,28700,1/4P M-F 9:30-16:00,30,15,0,16:00:00,,1,09:30:00,5,1/4P,1/4P SAT 7:30-19:30,30,15,0,19:30:00,,6,07:30:00,6,1/4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3214,6270,26991,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3215,2304,29750,1P MTR M-F 7:30-16:00,120,60,0,16:00:00,,1,07:30:00,5,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P MTR Sat 7.30am to 6.30pm,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
3216,3060,23362,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3217,5665,27070,1P MTR M-F 7:30-16:00,120,60,0,16:00:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3218,6259,28821,2P 7.30 - 22.00,240,120,1,22:00:00,,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3219,6189,29415,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3220,3996,23253,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3221,6242,27490,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3222,2321,23189,1P MTR M-F 7:30-16:00,120,60,0,16:00:00,,1,07:30:00,5,1P Meter,CW TOW M-F 16:00-18:30,0,0,0,18:30:00,,1,16:00:00,5,Clearway (Tow away),2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,1,18:30:00,6,2P,1P MTR SAT 7.30-6.30PM,1P SUN 7:00-18:30,,120,120,,60,60,,0,0,,18:30:00,18:30:00,,6,0,,07:30:00,07:00:00,,6,0,,1P Meter,1P,,,,,2021-08-02 20:40:13.189735
3223,3471,23098,LZ 30M M-F 7:30-19:30,0,30,0,19:30:00,,1,07:30:00,5,Loading Zone 30M,2P SAT 7:30-19:30,240,120,0,19:30:00,,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3224,3023,23345,1/2P RPA M-SUN 7:30-18:30,60,30,0,18:30:00,Residents Permit Accepted,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3225,8028,25407,1/4P 07.30 - 23.00,30,15,1,23:00:00,,1,07:30:00,0,1/4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3226,8029,25408,1/4P 07.30 - 23.00,30,15,1,23:00:00,,1,07:30:00,0,1/4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3227,3764,27444,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3228,5740,27475,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3229,1006,27292,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3230,5683,27069,2P MTR M-F 9:30-18:30,240,120,0,18:30:00,,1,09:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3231,2887,27042,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3232,2309,26229,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P MTR SAT 7.30-6.30PM,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
3233,2350,27060,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P MTR Sat 7.30am to 6.30pm,120,60,0,18:30:00,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3234,2525,27055,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3235,2313,25054,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P MTR SAT 7.30-6.30PM,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
3236,2318,23831,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P MTR SAT 7.30-6.30PM,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
3237,2370,27059,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P MTR Sat 7.30am to 6.30pm,120,60,0,18:30:00,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3238,2307,25815,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P MTR SAT 7.30-6.30PM,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
3239,3992,23768,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3240,3978,23599,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3241,8969,29927,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3242,5376,27094,2P TKT A M-F 7:30-18:30,240,120,0,18:30:00,Residents Permit Accepted,1,07:30:00,5,2P Ticket A,2P TKT A SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3243,8982,29940,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3244,4122,23605,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3245,8921,29811,1/2P M-F 7:30-21:00,60,30,0,21:00:00,,1,07:30:00,5,1/2P,1/2P SAT-SUN 7:30-18:30,60,30,0,18:30:00,,6,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3246,5325,29067,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3247,4968,21811,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3248,6058,26193,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3249,5523,29636,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3250,3572,28900,3P MTR M-SAT 7:30-20:30,360,180,0,20:30:00,,1,07:30:00,6,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3251,5270,27044,3P MTR M-F 10:00-16:00,360,180,0,16:00:00,,1,10:00:00,5,3P Meter,3P MTR M-F 19:00-20:30,360,180,0,20:30:00,,1,19:00:00,5,3P Meter,3P MTR Sat 7:30-20:30,360,180,0,20:30:00,6,07:30:00,6,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3252,3594,23448,1P A RPE M-F 7:30-18:30,120,60,0,18:30:00,A RPE,1,07:30:00,5,1P,1P A RPE SAT 7:30-12:30,120,60,0,12:30:00,A RPE,6,07:30:00,6,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
3253,5480,27076,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
